user,lang,title,timestamp,pageid,revid,parentid,sizediff
192.197.82.153,en,Jim Flaherty,2010-02-11T17:37:42Z,550210,343378804,343375574,1378
192.197.82.153,en,Jim Flaherty,2010-02-11T17:42:19Z,550210,343379610,343378804,-13
192.197.82.153,en,Jim Flaherty,2010-02-11T17:49:40Z,550210,343380848,343379610,2534
192.197.82.153,en,Jim Flaherty,2010-02-11T17:50:45Z,550210,343381028,343380848,28
192.197.82.153,en,Jim Flaherty,2010-02-11T17:59:03Z,550210,343382586,343381028,2792
192.197.82.153,en,Jim Flaherty,2010-02-11T18:02:44Z,550210,343383310,343382586,-278
192.197.82.153,en,Marlene Jennings,2010-02-17T15:23:00Z,477835,344625149,339284251,25
192.197.82.153,en,Marlene Jennings,2010-02-17T15:24:23Z,477835,344625383,344625149,12
192.197.82.153,en,Marlene Jennings,2010-02-17T15:32:47Z,477835,344626886,344625383,193
192.197.82.153,en,Marlene Jennings,2010-02-17T15:34:52Z,477835,344627223,344626886,32
192.197.82.153,en,Marlene Jennings,2010-02-17T15:35:30Z,477835,344627329,344627223,9
192.197.82.153,en,Marlene Jennings,2010-02-17T15:37:25Z,477835,344627651,344627329,16
192.197.82.153,en,Marlene Jennings,2010-02-17T15:38:32Z,477835,344627814,344627651,33
192.197.82.153,en,Marlene Jennings,2010-02-17T15:41:33Z,477835,344628297,344627814,-9
192.197.82.153,en,Lindsey Vonn,2010-02-17T21:06:07Z,3946794,344685076,344685023,2
192.197.82.153,en,Lindsey Vonn,2010-02-17T21:06:54Z,3946794,344685209,344685076,-11
192.197.82.153,en,Marlene Jennings,2010-02-22T17:50:24Z,477835,345698146,344723012,204
192.197.82.153,en,Nipishish Lake,2010-02-22T18:34:28Z,5837262,345706130,332239276,2
192.197.82.153,en,Lisa Raitt,2010-02-22T21:37:22Z,19347018,345741020,343651285,-55
192.197.82.153,en,"Ontario municipal elections, 2010",2010-02-23T16:51:22Z,25723652,345902180,341338291,14
192.197.82.153,en,"Ontario municipal elections, 2010",2010-02-23T16:51:56Z,25723652,345902279,345902180,1
192.197.82.153,en,"Ontario municipal elections, 2010",2010-02-23T16:53:12Z,25723652,345902516,345902279,15
192.197.82.153,en,"Ontario municipal elections, 2010",2010-02-23T16:55:36Z,25723652,345902984,345902516,3
192.197.82.153,en,"Ontario municipal elections, 2010",2010-02-23T16:56:45Z,25723652,345903247,345902984,21
192.197.82.153,en,Guardian (Marvel Comics),2010-02-26T15:15:17Z,1658444,346501673,346102491,11
192.197.82.153,en,Yasmin Ratansi,2010-02-26T20:01:54Z,964549,346548964,342433934,1682
192.197.82.153,en,Lisa Raitt,2010-02-26T21:39:55Z,19347018,346567205,346565463,-769
192.197.82.153,en,Joannie Rochette,2010-03-01T16:06:41Z,1624105,347109117,347026199,1356
192.197.82.153,en,Same-sex marriage in Canada,2010-03-03T15:54:51Z,249620,347524945,345057900,1
192.197.82.153,en,Jason Kenney,2010-03-08T17:44:12Z,439331,348566119,348463597,-62
192.197.82.153,en,Yasmin Ratansi,2010-03-08T19:19:41Z,964549,348583418,346601146,634
192.197.82.153,en,Mark Critch,2010-03-09T17:00:26Z,351879,348768432,346017004,-1
192.197.82.153,en,Donald Oliver,2010-03-10T20:37:43Z,1464221,349070990,335561010,100
192.197.82.153,en,Donald Oliver,2010-03-10T20:38:10Z,1464221,349071092,349070990,-4
192.197.82.153,en,Donald Oliver,2010-03-10T20:38:37Z,1464221,349071221,349071092,-9
192.197.82.153,en,Bill Rompkey,2010-03-12T19:49:01Z,1380078,349476989,347492271,0
192.197.82.153,en,"Family Coalition Party of Ontario candidates, 2007 Ontario provincial election",2010-03-12T22:18:35Z,13363007,349502374,290271675,17
192.197.82.153,en,Glenn Howard,2010-03-15T18:50:35Z,3332380,350051620,349389369,89
192.197.82.153,en,Candice Bergen (politician),2010-03-17T13:51:07Z,19362151,350397831,337599671,1047
192.197.82.153,en,Westlock,2010-03-23T23:20:52Z,3522009,351661868,342466558,126
192.197.82.153,en,Westlock,2010-03-23T23:21:46Z,3522009,351662023,351661868,2
192.197.82.153,en,Westlock,2010-03-23T23:22:23Z,3522009,351662116,351662023,18
192.197.82.153,en,Westlock,2010-03-23T23:22:34Z,3522009,351662137,351662116,2
192.197.82.153,en,Peter MacKay,2010-03-30T15:17:57Z,238104,352963649,349916902,-57
192.197.82.153,en,Dihydrogen monoxide hoax,2010-04-01T17:12:54Z,623166,353382729,353359992,563
192.197.82.153,en,Sandwich,2010-04-01T19:51:34Z,82425,353408915,353313446,94
192.197.82.153,en,Dance radio,2010-04-07T19:26:43Z,11316211,354587656,354270847,0
192.197.82.153,en,Buffalo Bills,2010-04-08T16:16:42Z,4315,354769041,354763642,-25
192.197.82.153,en,Nick Carter (musician),2010-04-09T15:34:04Z,1358569,354962108,354726440,4
192.197.82.153,en,Dhaliwal,2010-04-12T13:37:19Z,3760621,355535887,355318643,181
192.197.82.153,en,Sukh Dhaliwal,2010-04-12T13:41:39Z,3418160,355536509,332763809,4
192.197.82.153,en,RAF Fauld explosion,2010-04-12T15:30:45Z,3392716,355553982,352820762,-1
192.197.82.153,en,RAF Fauld explosion,2010-04-12T15:31:12Z,3392716,355554060,355553982,-1
192.197.82.153,en,Malcolm Allen (politician),2010-04-13T17:12:01Z,19790365,355787692,332436352,326
192.197.82.153,en,Malcolm Allen (politician),2010-04-13T17:18:14Z,19790365,355788789,355787692,129
192.197.82.153,en,Malcolm Allen (politician),2010-04-13T18:17:26Z,19790365,355798964,355788789,-5
192.197.82.153,en,John David Maloney,2010-04-13T18:32:44Z,11870880,355801791,336628408,304
192.197.82.153,en,Peter MacKay,2010-04-13T18:48:02Z,238104,355804554,354254758,-57
192.197.82.153,en,Irish language,2010-04-13T21:04:15Z,19872429,355829369,355696554,-66
192.197.82.153,en,Terence Young (politician),2010-04-14T21:00:09Z,1562973,356041775,352245467,304
192.197.82.153,en,Stella Nickell,2010-04-15T11:32:28Z,4847152,356153461,353813592,14
192.197.82.153,en,CBC News,2010-04-21T13:10:19Z,1029495,357399750,356733850,27
192.197.82.153,en,Rosemary Thompson,2010-04-21T16:01:56Z,9101200,357426211,333614396,60
192.197.82.153,en,CBC News,2010-04-21T16:02:38Z,1029495,357426303,357399750,33
192.197.82.153,en,Marcel Prud'homme,2010-04-23T19:12:49Z,879790,357876917,331757789,68
192.197.82.153,en,John Weston (politician),2010-05-21T19:54:00Z,19797652,363439325,355724695,14
192.197.82.153,en,École secondaire catholique Béatrice-Desloges,2010-05-28T17:11:50Z,9526967,364695962,353203545,123
192.197.82.153,en,École secondaire catholique Béatrice-Desloges,2010-05-28T17:12:28Z,9526967,364696063,364695962,15
192.197.82.153,en,2009 G-20 London summit protests,2010-05-28T18:22:32Z,22315031,364707701,361170208,-15
192.197.82.153,en,Rob Oliphant,2010-05-31T18:12:07Z,8788933,365259896,362017407,-78
192.197.82.153,en,Michael Pitfield,2010-06-01T16:45:20Z,1196491,365461028,363643045,63
192.197.82.153,en,Rob Oliphant,2010-06-07T16:16:37Z,8788933,366587975,365259896,-3
192.197.82.153,en,Northern pike,2010-06-08T10:56:06Z,86777,366765098,366428806,-69
192.197.82.153,en,Nathan Cullen,2010-06-08T15:03:16Z,1345356,366801617,365940339,568
192.197.82.153,en,Nathan Cullen,2010-06-08T15:05:05Z,1345356,366801921,366801617,-17
192.197.82.153,en,Nathan Cullen,2010-06-08T15:06:13Z,1345356,366802113,366801921,6
192.197.82.153,en,A Knight's Tale,2010-06-08T16:33:59Z,65669,366818125,365965783,3
192.197.82.153,en,Nathan Cullen,2010-06-08T17:22:28Z,1345356,366827050,366802113,134
192.197.82.153,en,Queen's University Faculty of Law,2010-07-14T15:15:36Z,3328383,373453336,371323391,44
192.197.82.153,en,"Newfoundland and Labrador general election, 2007",2010-07-15T17:22:03Z,5359603,373659195,367490590,1
192.197.82.153,en,Laika,2010-07-20T18:23:20Z,18739,374533712,374519426,182
192.197.82.153,en,Laika,2010-07-20T18:27:49Z,18739,374534495,374534229,0
192.197.82.153,en,Laika,2010-07-20T18:28:39Z,18739,374534629,374534495,4
192.197.82.153,en,Laika,2010-07-20T18:29:14Z,18739,374534728,374534629,0
192.197.82.153,en,Kerguelen Islands,2010-07-23T20:13:35Z,17125,375091191,373984852,0
192.197.82.153,en,Kerguelen Islands,2010-07-23T20:33:46Z,17125,375094175,375091191,300
192.197.82.153,en,Kerguelen Islands,2010-07-23T20:34:17Z,17125,375094249,375094175,1
192.197.82.153,en,Kerguelen Islands,2010-07-23T20:38:21Z,17125,375094868,375094249,759
192.197.82.153,en,Flag,2010-08-13T16:44:54Z,11424,378736545,377269674,3
192.197.82.153,en,Nipishish Lake,2010-08-20T20:18:31Z,5837262,380020018,376981509,-5
192.197.82.153,en,Kerguelen Islands,2010-08-21T15:49:51Z,17125,380163941,379879769,22
192.197.82.153,en,List of Governors General of Canada,2010-08-31T14:18:08Z,255825,382073842,374522038,360
192.197.82.153,en,Stephen King works related to The Dark Tower series,2010-09-01T15:55:16Z,24226284,382298925,381120266,-1
192.197.82.153,en,Garry Kasparov,2010-09-13T14:27:54Z,12810,384588243,384071513,2
192.197.82.153,en,Our Lady Peace,2010-09-28T17:00:17Z,520626,387561257,386152645,160
192.197.82.153,en,Our Lady Peace,2010-09-28T17:00:53Z,520626,387561373,387561257,0
192.197.82.153,en,User talk:Twp,2010-09-28T20:37:13Z,3302192,387598798,387597773,236
192.197.82.153,en,Diane Finley,2010-10-04T20:38:28Z,1470584,388757305,386852161,291
192.197.82.153,en,Diane Finley,2010-10-04T20:42:08Z,1470584,388757933,388757305,167
192.197.82.153,en,Rob Oliphant,2010-10-13T16:14:47Z,8788933,390521798,387560717,-338
192.197.82.153,en,Paul Vachon,2010-10-13T18:31:24Z,2180855,390545124,384414623,111
192.197.82.153,en,Carol Hughes,2010-10-15T15:57:59Z,19785786,390898521,387148404,-5
192.197.82.153,en,Carol Hughes,2010-10-15T16:04:10Z,19785786,390899417,390898521,4
192.197.82.153,en,Jay Hill,2010-10-22T13:39:08Z,1846828,392214511,390378960,24
192.197.82.153,en,Royal Canadian Mounted Police,2010-10-25T19:14:28Z,69080,392841500,392840700,0
192.197.82.153,en,Algonquin College,2010-11-02T17:47:32Z,809161,394414352,393112490,-7
192.197.82.153,en,Dance radio,2010-11-04T15:14:26Z,11316211,394797568,391810578,-1
192.197.82.153,en,George A. Drew,2010-11-19T20:53:56Z,485298,397741878,396254037,-567
192.197.82.153,en,1969 CFL season,2010-11-25T17:59:57Z,3165537,398838246,396864687,-23
192.197.82.153,en,1969 CFL season,2010-11-25T18:00:18Z,3165537,398838296,398838246,-12
192.197.82.153,en,1969 CFL season,2010-11-25T18:02:01Z,3165537,398838533,398838437,-4
192.197.82.153,en,Jean Crowder,2010-12-01T22:03:44Z,1527095,400002817,388016675,5
192.197.82.153,en,Arnprior,2010-12-02T16:59:23Z,328336,400151871,399853001,-2
192.197.82.153,en,Trinity—Spadina,2010-12-10T15:18:12Z,663063,401626750,393313267,-4
192.197.82.153,en,Alexandra Mendès,2010-12-10T15:21:09Z,19925529,401627155,385194892,9
192.197.82.153,en,Leeds—Grenville,2010-12-15T19:35:47Z,1523656,402564216,399440998,-5
192.197.82.153,en,Leeds—Grenville,2010-12-15T19:36:22Z,1523656,402564323,402564216,1
192.197.82.153,en,Candice Bergen (politician),2010-12-17T19:56:32Z,19362151,402906413,402169930,-325
192.197.82.153,en,Facsimile,2011-01-10T15:18:36Z,14632149,407081206,402836257,44
192.197.82.153,en,Ogdensburg–Prescott International Bridge,2011-01-11T15:52:26Z,4474514,407287338,368890899,-99
192.197.82.153,en,Percy Downe,2011-01-11T18:16:50Z,1676612,407311558,403189438,740
192.197.82.153,en,Percy Downe,2011-01-11T18:20:39Z,1676612,407312136,407311558,24
192.197.82.153,en,Percy Downe,2011-01-11T18:21:25Z,1676612,407312249,407312136,-4
192.197.82.153,en,Two Door Cinema Club,2011-01-14T16:18:56Z,25305852,407859194,406177853,0
192.197.82.153,en,Hot Tub Time Machine,2011-01-31T15:35:06Z,23002264,411177689,411171916,11
192.197.82.153,en,Malcolm Allen (politician),2011-02-03T17:16:20Z,19790365,411810607,411808416,26
192.197.82.153,en,Malcolm Allen (politician),2011-02-03T17:17:21Z,19790365,411810766,411810607,-30
192.197.82.153,en,Malcolm Allen (politician),2011-02-03T17:24:54Z,19790365,411812039,411811822,32
192.197.82.153,en,Malcolm Allen (politician),2011-02-03T21:27:22Z,19790365,411855678,411814227,132
192.197.82.153,en,Malcolm Allen (politician),2011-02-03T21:27:52Z,19790365,411855786,411855678,31
192.197.82.153,en,Dance radio,2011-02-08T19:50:04Z,11316211,412771787,408002109,0
192.197.82.153,en,Six Sigma,2011-02-10T20:38:08Z,222448,413170229,413104238,0
192.197.82.153,en,Rob Clarke,2011-02-14T16:34:10Z,16364584,413898653,413197345,2
192.197.82.153,en,Mauril Bélanger,2011-02-17T16:19:37Z,428687,414453275,401395244,-90
192.197.82.153,en,James Bezan,2011-02-28T20:41:24Z,1027911,416433954,412533707,-11
192.197.82.153,en,Rideau Centre,2011-03-08T16:20:35Z,398963,417800524,417800317,-30
192.197.82.153,en,Richter magnitude scale,2011-03-11T19:08:21Z,19467352,418337706,418336793,1
192.197.82.153,en,Richter magnitude scale,2011-03-11T19:10:35Z,19467352,418338036,418337706,0
192.197.82.153,en,Queen's University Faculty of Law,2011-03-15T17:32:57Z,3328383,418982032,416942803,-283
192.197.82.153,en,Ottawa Convention Centre,2011-03-25T16:37:30Z,26043718,420677248,407586409,8
192.197.82.153,en,7L & Esoteric,2011-03-25T18:13:03Z,1075289,420689772,419844378,9
192.197.82.153,en,Dean Allison,2011-03-29T17:59:28Z,484695,421350967,421187151,1875
192.197.82.153,en,Gerald Keddy,2011-03-31T18:30:53Z,600339,421687365,419866996,-960
192.197.82.153,en,Gerald Keddy,2011-03-31T18:31:35Z,600339,421687449,421687365,-568
192.197.82.153,en,Germanic neopaganism,2011-04-06T16:25:56Z,2527797,422714765,420425851,51
192.197.82.153,en,Marty Turco,2011-04-06T19:34:52Z,612544,422741593,421110655,-11
192.197.82.153,en,Keith Martin (physician),2011-04-14T16:08:28Z,544893,424047623,424042610,329
192.197.82.153,en,Penguin Cafe Orchestra,2011-05-10T18:59:54Z,714325,428460090,426564248,77
192.197.82.153,en,Penguin Cafe Orchestra,2011-05-10T19:00:12Z,714325,428460132,428460090,-2
192.197.82.153,en,Red Bridge,2011-05-11T20:15:40Z,26737522,428638144,425847395,86
192.197.82.153,en,Sault Ste. Marie (electoral district),2011-05-13T16:01:52Z,1779593,428941056,427451957,5
192.197.82.153,en,Jim Flaherty,2011-05-16T13:48:10Z,550210,429392892,427435794,-23
192.197.82.153,en,Skeena—Bulkley Valley,2011-05-18T21:39:40Z,1778028,429786737,429766655,91
192.197.82.153,en,List of stadiums in Canada,2011-05-25T20:47:51Z,8852465,430906844,430906653,1
192.197.82.153,en,Malcolm Allen (politician),2011-06-02T17:08:36Z,19790365,432205351,429610430,778
192.197.82.153,en,Malcolm Allen (politician),2011-06-02T17:09:32Z,19790365,432205496,432205351,-3
192.197.82.153,en,Irene Mathyssen,2011-06-07T19:07:43Z,484675,433079933,427216245,303
192.197.82.153,en,Dawson Creek,2011-06-21T15:32:44Z,682586,435475318,432149022,0
192.197.82.153,en,British Columbia,2011-06-22T14:46:52Z,3392,435645510,435645397,6
192.197.82.153,en,British Columbia,2011-06-22T14:57:13Z,3392,435646916,435645510,240
192.197.82.153,en,"Taylor, British Columbia",2011-06-23T18:16:12Z,2003331,435841572,417450667,2
192.197.82.153,en,Government Conference Centre,2011-06-28T19:43:07Z,983068,436727429,436727155,32
192.197.82.153,en,Newfoundland and Labrador,2011-06-29T15:16:43Z,21980,436864453,436803067,44
192.197.82.153,en,Asbestos,2011-07-07T19:20:33Z,21492663,438287736,438276583,-250
192.197.82.153,en,Asbestos,2011-07-07T20:18:41Z,21492663,438296555,438291393,-1301
192.197.82.153,en,Counterfeit,2011-07-13T18:10:12Z,205662,439295727,436582155,-2
192.197.82.153,en,Eris (dwarf planet),2011-07-21T13:18:51Z,6554225,440649331,440635185,2
192.197.82.153,en,Nycole Turmel,2011-07-26T21:22:00Z,31678434,441603687,441562647,-12
192.197.82.153,en,"Newfoundland and Labrador general election, 2011",2011-08-09T17:54:06Z,24778847,443907182,443796646,1
192.197.82.153,en,Cary Tennis,2011-08-16T14:00:24Z,2396747,445154590,417861583,411
192.197.82.153,en,Cary Tennis,2011-08-16T14:03:07Z,2396747,445154919,445154590,109
192.197.82.153,en,Dance radio,2011-08-24T14:21:49Z,11316211,446492663,445424637,14
192.197.82.153,en,Gunless,2011-08-24T16:38:05Z,25121615,446510163,445580056,2
192.197.82.153,en,"New Democratic Party leadership election, 2012",2011-08-30T19:49:40Z,32835111,447538454,447505193,46
192.197.82.153,en,Gentilly Nuclear Generating Station,2011-09-01T16:51:08Z,937853,447882555,442388113,1139
192.197.82.153,en,Islamic Jihad Movement in Palestine,2011-09-02T14:38:19Z,13093253,448047320,448018799,6470
192.197.82.153,en,"New Democratic Party leadership election, 2012",2011-09-09T19:51:18Z,32835111,449383723,449380926,-346
192.197.82.153,en,Randy Hoback,2011-09-13T18:37:22Z,12161414,450336344,429373747,-44
192.197.82.153,en,Randy Hoback,2011-09-13T18:43:48Z,12161414,450337354,450337127,-3595
192.197.82.153,en,Randy Hoback,2011-09-13T18:45:33Z,12161414,450337657,450337354,1649
192.197.82.153,en,Randy Hoback,2011-09-13T18:46:38Z,12161414,450337808,450337657,86
192.197.82.153,en,IPhone 4S,2011-10-04T19:28:58Z,31884571,453954652,453954605,8
192.197.82.153,en,"Canadian federal election, 2011",2011-10-18T15:53:47Z,19769307,456200574,454182884,1123
192.197.82.153,en,"New Democratic Party leadership election, 2012",2011-10-21T15:52:31Z,32835111,456694002,456693669,18
192.197.82.153,en,Ralph Goodale,2011-10-24T19:03:47Z,426659,457192703,453342492,-7
192.197.82.153,en,Cell Phone Freedom Act (Bill C-343),2011-11-01T14:12:45Z,27807764,458462935,432680643,141
192.197.82.153,en,Hot dog,2011-11-01T18:39:20Z,192368,458502741,458464071,-8
192.197.82.153,en,Once Upon a Time (TV series),2011-11-02T17:08:27Z,4704229,458663400,458640702,1
192.197.82.153,en,Mathieu Ravignat,2011-11-08T18:41:19Z,31671945,459668222,434723679,-26
192.197.82.153,en,Wilfrid Laurier,2011-11-09T15:37:36Z,33433,459813174,458325861,0
192.197.82.153,en,Mark Carney,2011-11-15T19:37:08Z,13571049,460825943,460733734,-7
192.197.82.153,en,Mark Eyking,2011-11-17T15:28:30Z,600363,461121102,459847629,6
192.197.82.153,en,Anne McGrath,2011-11-17T16:29:54Z,6933823,461129422,450265723,347
192.197.82.153,en,HMCS Carleton,2011-11-23T20:00:39Z,6647302,462150601,459144099,-67
192.197.82.153,en,Corneliu Chisu,2011-11-29T21:50:37Z,31681021,463178073,457556097,-533
192.197.82.153,en,John Sparrow David Thompson,2011-12-01T20:51:57Z,15908,463557263,461922033,1
192.197.82.153,en,John Sparrow David Thompson,2011-12-01T20:58:18Z,15908,463558152,463557660,33
192.197.82.153,en,Jacques Demers,2011-12-01T22:09:24Z,1825719,463568672,463141737,9
192.197.82.153,en,Jacques Demers,2011-12-01T22:09:53Z,1825719,463568747,463568672,4
192.197.82.153,en,James Lunney,2011-12-02T16:26:01Z,3303069,463681235,459040457,89
192.197.82.153,en,James Lunney,2011-12-02T16:29:21Z,3303069,463681665,463681453,32
192.197.82.153,en,Françoise Boivin,2011-12-05T14:03:27Z,1042952,464212780,459627135,-140
192.197.82.153,en,Shannen's Dream,2011-12-07T16:34:48Z,31576971,464589126,464585318,-215
192.197.82.153,en,Shannen's Dream,2011-12-07T17:33:05Z,31576971,464597718,464594014,359
192.197.82.153,en,Dance radio,2011-12-09T12:03:47Z,11316211,464941010,464166522,0
192.197.82.153,en,Canadian Anti-Terrorism Act,2011-12-09T16:36:12Z,4673801,464971597,460283560,-32
192.197.82.153,en,Kristen Wiig,2011-12-12T18:21:20Z,3151346,465494544,465234522,2
192.197.82.153,en,List of Game of the Year awards,2011-12-13T13:03:58Z,1851722,465631601,465531681,111
192.197.82.153,en,Ron Asselstine,2011-12-14T16:12:01Z,14920782,465835293,451260662,80
192.197.82.153,en,Official (ice hockey),2011-12-14T16:15:16Z,1272618,465835890,463652584,12
192.197.82.153,en,Official (ice hockey),2011-12-14T16:15:44Z,1272618,465835973,465835890,2
192.197.82.153,en,Citizen's Forum on National Unity,2011-12-16T14:11:31Z,12512247,466161576,378267137,9
192.197.82.153,en,Canadian Parliamentary Poet Laureate,2011-12-21T22:44:04Z,4851193,467097497,466910377,-1
192.197.82.153,en,"New Democratic Party leadership election, 1995",2012-01-05T16:51:07Z,25698822,469740955,468640681,1403
192.197.82.153,en,"New Democratic Party leadership election, 1995",2012-01-05T16:58:45Z,25698822,469742213,469741126,363
192.197.82.153,en,Montreal Machine,2012-01-05T18:19:03Z,874125,469756121,469755430,0
192.197.82.153,en,The Guess Who,2012-01-06T17:43:23Z,256384,469935695,469718402,1
192.197.82.153,en,Jean-Guy Dagenais,2012-01-09T19:31:48Z,34302065,470486118,470092625,1
192.197.82.153,en,Asha Seth,2012-01-09T19:34:14Z,34305419,470486502,470090851,1
192.197.82.153,en,Randall Garrison,2012-01-16T21:08:28Z,14125982,471747427,466024795,-40
192.197.82.153,en,Randall Garrison,2012-01-16T21:12:15Z,14125982,471748098,471747427,-205
192.197.82.153,en,Jonathan Genest-Jourdain,2012-01-19T17:50:20Z,31667682,472092692,471284061,9
192.197.82.153,en,Pierre Poilievre,2012-01-20T18:20:50Z,1406548,472296123,468259791,-6
192.197.82.153,en,Pierre Poilievre,2012-01-20T18:26:03Z,1406548,472296892,472296123,-1209
192.197.82.153,en,Talk:Patrick Brazeau,2012-01-24T20:12:24Z,20080929,473035824,355351680,495
192.197.82.153,en,Houston (singer),2012-01-31T18:59:14Z,2104331,474256933,473231691,90
192.197.82.153,en,Houston (singer),2012-01-31T19:05:00Z,2104331,474257872,474256933,39
192.197.82.153,en,Kerry Fraser,2012-02-01T18:21:48Z,1447094,474435111,472881469,1
192.197.82.153,en,Electro-Motive Diesel,2012-02-06T14:33:17Z,1968562,475400741,475400635,46
192.197.82.153,en,Party standings in the Canadian Senate,2012-02-09T20:01:53Z,1759917,476003161,476003046,0
192.197.82.153,en,Party standings in the Canadian Senate,2012-02-09T20:02:14Z,1759917,476003216,476003161,0
192.197.82.153,en,Water right,2012-02-17T19:47:25Z,1137934,477416769,477054311,18
192.197.82.153,en,100th Grey Cup,2012-02-28T18:44:17Z,25232438,479336541,478715594,1
192.197.82.153,en,Young Greens of Canada,2012-03-03T22:12:27Z,10092381,480046752,480046472,39
192.197.82.153,en,Alcatraz Island,2012-03-09T18:03:30Z,64107,481037012,480895086,0
192.197.82.153,en,Spectrum auction,2012-03-16T12:52:13Z,3276234,482186139,478487078,23
192.197.82.153,en,Mann Gulch fire,2012-03-21T19:02:20Z,1900262,483200701,473908596,41
192.197.82.153,en,"Wawa, Ontario",2012-03-21T20:39:08Z,547374,483221745,483221555,1
192.197.82.153,en,"Wawa, Ontario",2012-03-21T20:41:35Z,547374,483222385,483221745,36
192.197.82.153,en,The Terminator,2012-03-26T19:38:59Z,30327,484060413,483318823,6
192.197.82.153,en,1958 CFL season,2012-03-27T18:11:07Z,4556968,484216931,464247583,0
192.197.82.153,en,1958 CFL season,2012-03-27T18:11:54Z,4556968,484217032,484216931,-1
192.197.82.153,en,1958 CFL season,2012-03-27T18:12:47Z,4556968,484217186,484217032,10
192.197.82.153,en,1958 CFL season,2012-03-27T18:15:32Z,4556968,484217597,484217347,-12
192.197.82.153,en,Terence Young (politician),2012-03-27T19:46:45Z,1562973,484232529,484232428,-1
192.197.82.153,en,Nina Grewal,2012-03-27T19:58:04Z,1925289,484234234,484234034,4
192.197.82.153,en,Alexandre Boulerice,2012-04-03T15:58:49Z,31677870,485353588,484949834,-14
192.197.82.153,en,Gridiron football,2012-04-04T16:14:58Z,547452,485548439,483767947,28
192.197.82.153,en,Deadwood (TV series),2012-04-12T14:35:18Z,762893,487010355,486257884,9
192.197.82.153,en,Glenn Healy,2012-04-18T19:08:58Z,3296911,488048773,486186075,0
192.197.82.153,en,Ted Opitz,2012-04-20T20:15:43Z,31681898,488387581,488381276,-3
192.197.82.153,en,Don Davies,2012-04-24T20:51:38Z,19363769,489047799,489047628,0
192.197.82.153,en,Karl Bélanger,2012-05-01T18:49:01Z,4676298,490169048,489272427,12
192.197.82.153,en,Call Me Maybe,2012-05-09T14:40:18Z,34290593,491605279,491509097,82
192.197.82.153,en,Call Me Maybe,2012-05-09T14:49:02Z,34290593,491606807,491605279,290
192.197.82.153,en,Candice Bergen (politician),2012-05-10T19:46:11Z,19362151,491860761,489379027,28
192.197.82.153,en,Kurt Angle,2012-05-22T17:37:31Z,346200,493854172,493482791,3
192.197.82.153,en,Isabelle Morin,2012-05-23T18:52:43Z,31679763,494031316,494021549,-4
192.197.82.153,en,Richard Latendresse,2012-05-30T23:15:15Z,27305283,495211056,479751003,1
192.197.82.153,en,"United States presidential election, 2012 timeline",2012-05-31T18:51:39Z,20137448,495337956,495116955,363
192.197.82.153,en,"United States presidential election, 2012 timeline",2012-05-31T18:53:06Z,20137448,495338155,495338110,1
192.197.82.153,en,"United States presidential election, 2012 timeline",2012-05-31T18:53:44Z,20137448,495338230,495338155,0
192.197.82.153,en,MewithoutYou,2012-06-01T17:27:26Z,437936,495490162,495399070,0
192.197.82.153,en,United Nations Convention on the Law of the Sea,2012-06-05T21:01:29Z,31940,496173004,494752644,0
192.197.82.153,en,Robert Sopuck,2012-06-06T15:09:33Z,29812814,496284569,496266800,289
192.197.82.153,en,Robert Sopuck,2012-06-06T17:23:49Z,29812814,496302827,496302607,0
192.197.82.153,en,Robert Sopuck,2012-06-06T17:36:54Z,29812814,496304685,496303121,78
192.197.82.153,en,Robert Sopuck,2012-06-06T17:43:26Z,29812814,496305652,496304827,35
192.197.82.153,en,Perth Agreement,2012-06-06T18:33:26Z,33605744,496313115,494919472,-4
192.197.82.153,en,Hélène LeBlanc,2012-06-07T17:15:24Z,31679873,496467670,496288323,52
192.197.82.153,en,Hélène LeBlanc,2012-06-07T17:19:04Z,31679873,496468194,496467670,-17
192.197.82.153,en,Library of Parliament,2012-06-18T19:37:40Z,1574005,498227826,496894855,362
192.197.82.153,en,Vince Gironda,2012-06-18T19:46:49Z,5541771,498229031,496756937,1
192.197.82.153,en,Fixed election dates in Canada,2012-06-19T15:44:15Z,17508387,498354087,491103084,0
192.197.82.153,en,Fixed election dates in Canada,2012-06-19T15:59:50Z,17508387,498356199,498354965,4
192.197.82.153,en,Hélène LeBlanc,2012-06-19T17:06:50Z,31679873,498365095,497085166,0
192.197.82.153,en,"Golden, British Columbia",2012-06-25T18:22:35Z,1054287,499321408,497776926,366
192.197.82.153,en,"Golden, British Columbia",2012-06-25T18:24:26Z,1054287,499321667,499321408,40
192.197.82.153,en,"Golden, British Columbia",2012-06-25T18:26:56Z,1054287,499321998,499321667,3
192.197.82.153,en,Louis Leblanc,2012-06-26T15:57:53Z,23408159,499463450,492406549,1
192.197.82.153,en,Toronto Furies,2012-06-29T20:27:02Z,32886201,499960383,479899786,-232
192.197.82.153,en,Toronto Furies,2012-06-29T20:34:26Z,32886201,499961203,499960383,-76
192.197.82.153,en,Toronto Furies,2012-06-29T20:36:15Z,32886201,499961421,499961203,72
192.197.82.153,en,Toronto Furies,2012-06-29T20:37:06Z,32886201,499961529,499961421,37
192.197.82.153,en,Minister for International Cooperation (Canada),2012-07-03T17:05:04Z,270884,500515696,477670841,4
192.197.82.153,en,Ouija,2012-07-04T15:55:11Z,250910,500666703,500277694,11
